ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
6, 0.000, 0.000, 0.000, 0.000, zipfile.py:408(FileHeader)
6, 0.000, 0.000, 0.000, 0.000, zipfile.py:1818(close)
6, 0.000, 0.000, 0.000, 0.000, _policybase.py:94(_append_doc)
6, 0.000, 0.000, 0.000, 0.000, quadrature.py:21(__init__)
6, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:47(__new__)
6, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:82(mpf_convert_arg)
6, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:413(convert)
6, 0.000, 0.000, 0.000, 0.000, misc.py:181(debug_decorator)
6, 0.000, 0.000, 0.000, 0.000, exceptions.py:1(<module>)
6, 0.000, 0.000, 0.000, 0.000, conflict.py:37(<genexpr>)
6, 0.000, 0.000, 0.000, 0.000, numbers.py:3874(__hash__)
6, 0.000, 0.000, 0.000, 0.000, gaussiandomains.py:21(__new__)
6, 0.000, 0.000, 0.000, 0.000, printer.py:356(__init__)
6, 0.000, 0.000, 0.000, 0.000, printer.py:388(decorator)
6, 0.000, 0.000, 0.000, 0.000, printer.py:386(print_function)
6, 0.000, 0.000, 0.000, 0.000, memoization.py:12(decorator)
6, 0.000, 0.000, 0.000, 0.000, memoization.py:4(recurrence_memo)
6, 0.000, 0.000, 0.003, 0.001, util.py:1(<module>)
6, 0.000, 0.000, 0.000, 0.000, fuser_method_mappings.py:153(_sequential_wrapper2)
6, 0.000, 0.000, 0.000, 0.000, case.py:390(addTypeEqualityFunc)
6, 0.000, 0.000, 0.001, 0.000, _threadsafety.py:41(decorate)
6, 0.000, 0.000, 0.001, 0.000, _threadsafety.py:52(decorator)
6, 0.000, 0.000, 0.000, 0.000, _threadsafety.py:48(non_reentrant)
6, 0.000, 0.000, 0.000, 0.000, compressor.py:45(register_compressor)
6, 0.000, 0.000, 0.000, 0.000, _param_validation.py:690(__init__)
6, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:116(decorator)
6, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:115(_format_docstring)
6, 0.000, 0.000, 0.000, 0.000, _scorer.py:868(get_scorer_names)
6, 0.000, 0.000, 0.000, 0.000, rcsetup.py:174(_make_type_validator)
6, 0.000, 0.000, 0.000, 0.000, rcsetup.py:266(validate_color_or_inherit)
6, 0.000, 0.000, 0.000, 0.000, rcsetup.py:555(_validate_greaterequal0_lessthan1)
6, 0.000, 0.000, 0.000, 0.000, core.py:3512(<genexpr>)
6, 0.000, 0.000, 0.000, 0.000, core.py:5068(__init__)
6, 0.000, 0.000, 0.000, 0.000, core.py:5979(<lambda>)
6, 0.000, 0.000, 0.000, 0.000, _enums.py:20(_generate_next_value_)
6, 0.000, 0.000, 0.003, 0.001, patches.py:2230(<listcomp>)
6, 0.000, 0.000, 0.000, 0.000, patches.py:2237(<listcomp>)
6, 0.000, 0.000, 0.000, 0.000, patches.py:2244(<listcomp>)
6, 0.000, 0.000, 0.003, 0.001, patches.py:2226(pprint_styles)
6, 0.000, 0.000, 0.000, 0.000, loggingTools.py:359(__call__)
6, 0.000, 0.000, 0.000, 0.000, loggingTools.py:525(decorator)
6, 0.000, 0.000, 0.000, 0.000, loggingTools.py:522(deprecateFunction)
6, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:37(__init__)
6, 0.000, 0.000, 0.000, 0.000, ast.py:54(literal_eval)
6, 0.000, 0.000, 0.000, 0.000, _type_aliases.py:92(<genexpr>)
6, 0.000, 0.000, 0.000, 0.000, numeric.py:2531(extend_all)
6, 0.000, 0.000, 0.000, 0.000, format.py:633(<genexpr>)
6, 0.000, 0.000, 0.000, 0.000, core.py:839(__init__)
6, 0.000, 0.000, 0.000, 0.000, core.py:1139(__init__)
6, 0.000, 0.000, 0.000, 0.000, six.py:131(__init__)
6, 0.000, 0.000, 0.000, 0.000, constraints.py:192(__init__)
6, 0.000, 0.000, 0.000, 0.000, libmpf.py:410(from_float)
6, 0.000, 0.000, 0.000, 0.000, libmpf.py:653(mpf_pos)
6, 0.000, 0.000, 0.000, 0.000, bessel.py:835(assume_integer_order)
6, 0.000, 0.000, 0.000, 0.000, __init__.py:282(_logged_cached)
6, 0.000, 0.000, 0.000, 0.000, deprecation.py:506(suppress_matplotlib_deprecation_warning)
6, 0.000, 0.000, 0.000, 0.000, _common.py:13(tzname_in_python2)
5, 0.000, 0.000, 0.000, 0.000, {method, 'isalnum' of 'str' objects}
5, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.register_at_fork}
5, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.getpid}
5, 0.000, 0.000, 0.000, 0.000, {method, 'fileno' of '_io.TextIOWrapper' objects}
5, 0.000, 0.000, 0.000, 0.000, {built-in, method numpy.frombuffer}
5, 0.000, 0.000, 0.000, 0.000, {method, 'acquire' of '_multiprocessing.SemLock' objects}
5, 0.000, 0.000, 0.000, 0.000, {method, 'release' of '_multiprocessing.SemLock' objects}
5, 0.000, 0.000, 0.000, 0.000, {built-in, method torch._C._has_torch_function_unary}
5, 0.000, 0.000, 0.000, 0.000, os.py:816(fsdecode)
5, 0.000, 0.000, 0.001, 0.000, warnings.py:130(filterwarnings)
5, 0.000, 0.000, 0.000, 0.000, typing.py:694(__mro_entries__)
5, 0.000, 0.000, 0.000, 0.000, typing.py:845(__repr__)
5, 0.000, 0.000, 0.004, 0.001, version.py:1(<module>)
5, 0.000, 0.000, 0.000, 0.000, datetime.py:50(_days_in_month)
5, 0.000, 0.000, 0.000, 0.000, datetime.py:415(_check_date_fields)
5, 0.000, 0.000, 0.000, 0.000, datetime.py:428(_check_time_fields)
5, 0.000, 0.000, 0.000, 0.000, datetime.py:445(_check_tzinfo_arg)
5, 0.000, 0.000, 0.000, 0.000, py3k.py:49(isfileobj)
5, 0.000, 0.000, 0.000, 0.000, platform.py:779(_unknown_as_blank)
5, 0.000, 0.000, 0.000, 0.000, linalg.py:117(isComplexType)
5, 0.000, 0.000, 0.166, 0.033, functional.py:1(<module>)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:20(is_available)
5, 0.000, 0.000, 0.000, 0.000, std.py:101(acquire)
5, 0.000, 0.000, 0.000, 0.000, std.py:105(release)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:10(set_module)
5, 0.000, 0.000, 0.000, 0.000, _torch_docs.py:28(<dictcomp>)
5, 0.000, 0.000, 0.000, 0.000, _torch_docs.py:27(merge_dicts)
5, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:2119(wrap_logical_op_with_negation)
5, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:244(_binary_op)
5, 0.000, 0.000, 0.000, 0.000, cache.py:155(cached_property)
5, 0.000, 0.000, 0.000, 0.000, expr.py:149(_hashable_content)
5, 0.000, 0.000, 0.000, 0.000, numbers.py:1872(__eq__)
5, 0.000, 0.000, 0.000, 0.000, numbers.py:2089(__new__)
5, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:171(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:173(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:177(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, transforms.py:242(make_wrapper)
5, 0.000, 0.000, 0.000, 0.000, transforms.py:224(_noconds_)
5, 0.000, 0.000, 0.000, 0.000, datapipe.py:265(register_datapipe_as_function)
5, 0.000, 0.000, 0.003, 0.001, linear_relu.py:1(<module>)
5, 0.000, 0.000, 0.000, 0.000, _pep440.py:446(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:96(<genexpr>)
5, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:788(<genexpr>)
5, 0.000, 0.000, 0.000, 0.000, rcsetup.py:212(_validate_pathlike)
5, 0.000, 0.000, 0.000, 0.000, core.py:2380(_generateDefaultName)
5, 0.000, 0.000, 0.001, 0.000, core.py:3084(re)
5, 0.000, 0.000, 0.001, 0.000, core.py:3094(re_match)
5, 0.000, 0.000, 0.000, 0.000, core.py:5989(token_map)
5, 0.000, 0.000, 0.000, 0.000, __init__.py:60(posixpath_property)
5, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:415(spec_from_loader)
5, 0.000, 0.000, 0.000, 0.000, enum.py:259(<genexpr>)
5, 0.000, 0.000, 0.000, 0.000, sre_parse.py:288(seek)
5, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:86(add)
5, 0.000, 0.000, 0.000, 0.000, dataclasses.py:523(<genexpr>)
5, 0.000, 0.000, 0.000, 0.000, format.py:194(_check_version)
5, 0.000, 0.000, 0.000, 0.000, argparse.py:2182(_parse_optional)
5, 0.000, 0.000, 0.000, 0.000, symbolic_shapes.py:858(_lru_cache)
5, 0.000, 0.000, 0.000, 0.000, six.py:186(_get_module)
5, 0.000, 0.000, 0.000, 0.000, libmpf.py:49(<lambda>)
5, 0.000, 0.000, 0.000, 0.000, version.py:74(__lt__)
4, 0.000, 0.000, 0.000, 0.000, {method, 'count' of 'list' objects}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.create_builtin}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.exec_builtin}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.putenv}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.get_terminal_size}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.ascii_iscased}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.ascii_tolower}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _weakref.proxy}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method from_iterable}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method time.perf_counter}
4, 0.000, 0.000, 0.000, 0.000, {method, 'seekable' of '_io.BufferedReader' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'write' of '_io.TextIOWrapper' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'flush' of '_io.TextIOWrapper' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'readline' of '_io.StringIO' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'toordinal' of 'datetime.date' objects}
4/3, 0.000, 0.000, 0.000, 0.000, {method, 'view' of 'numpy.ndarray' objects}
4, 0.000, 0.000, 0.000, 0.000, {built-in, method _ssl.txt2obj}
4, 0.011, 0.003, 0.011, 0.003, {built-in, method torch._C._nn.linear}
4, 0.000, 0.000, 0.125, 0.031, __init__.py:5(<module>)
4, 0.000, 0.000, 0.000, 0.000, os.py:682(__setitem__)
4, 0.000, 0.000, 0.000, 0.000, os.py:714(setdefault)
4, 0.000, 0.000, 0.000, 0.000, posixpath.py:373(abspath)
4/2, 0.000, 0.000, 0.000, 0.000, posixpath.py:397(_joinrealpath)
4, 0.000, 0.000, 0.000, 0.000, contextlib.py:408(__init__)
4, 0.000, 0.000, 0.000, 0.000, <__array_function__, internals>:177(atleast_1d)
4, 0.000, 0.000, 0.000, 0.000, _ufunc_config.py:425(__init__)
4, 0.000, 0.000, 0.000, 0.000, _ufunc_config.py:429(__enter__)
4, 0.000, 0.000, 0.000, 0.000, _ufunc_config.py:434(__exit__)
4, 0.000, 0.000, 0.000, 0.000, getlimits.py:62(smallest_subnormal)
4, 0.000, 0.000, 0.000, 0.000, platform.py:1008(_sys_version)
4, 0.000, 0.000, 0.000, 0.000, platform.py:1112(python_implementation)
4, 0.000, 0.000, 0.000, 0.000, signal.py:70(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:517(cast)
4, 0.000, 0.000, 0.000, 0.000, mixins.py:51(_unary_method)
4, 0.000, 0.000, 0.000, 0.000, linalg.py:130(_realType)
4, 0.000, 0.000, 0.011, 0.003, graph.py:1(<module>)
4, 0.000, 0.000, 0.000, 0.000, function_base.py:1795(_trim_zeros)
4, 0.000, 0.000, 0.000, 0.000, function_base.py:1799(trim_zeros)
4, 0.000, 0.000, 0.000, 0.000, <__array_function__, internals>:177(trim_zeros)
4, 0.000, 0.000, 0.000, 0.000, polynomial.py:1217(_coeffs)
4, 0.000, 0.000, 0.000, 0.000, polynomial.py:1226(__init__)
4, 0.000, 0.000, 0.000, 0.000, npyio.py:526(_savez_dispatcher)
4, 0.000, 0.000, 0.000, 0.000, core.py:3407(dtype)
4, 0.000, 0.000, 0.000, 0.000, core.py:6484(__has_singleton)
4, 0.000, 0.000, 0.000, 0.000, std.py:109(__enter__)
4, 0.000, 0.000, 0.000, 0.000, std.py:112(__exit__)
4, 0.000, 0.000, 0.000, 0.000, utils.py:16(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, utils.py:204(_is_ascii)
4, 0.000, 0.000, 0.006, 0.002, random.py:1(<module>)
4, 0.000, 0.000, 0.000, 0.000, sparse.py:1(<module>)
4, 0.000, 0.000, 0.011, 0.003, module.py:1494(_call_impl)
4, 0.000, 0.000, 0.011, 0.003, linear.py:113(forward)
4, 0.000, 0.000, 0.000, 0.000, function.py:613(_iter_filter)
4, 0.000, 0.000, 0.000, 0.000, _ops.py:130(inner)
4, 0.000, 0.000, 0.000, 0.000, _ops.py:129(py_impl)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:7(is_available)
4, 0.000, 0.000, 0.000, 0.000, vmap.py:30(doesnt_support_saved_tensors_hooks)
4, 0.000, 0.000, 0.001, 0.000, _utils.py:1(<module>)
4, 0.000, 0.000, 0.000, 0.000, utils.py:8(_ntuple)
4, 0.000, 0.000, 0.010, 0.003, conv.py:2(<module>)
4, 0.000, 0.000, 0.000, 0.000, util.py:171(register_after_fork)
4, 0.000, 0.000, 0.037, 0.009, __init__.py:4(<module>)
4, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:787(overload_by_arg_count)
4, 0.000, 0.000, 0.000, 0.000, _script.py:265(__init__)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:460(_decodeExtra)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:697(_get_decompressor)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:716(__init__)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:724(tell)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:748(close)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:789(__init__)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:1033(close)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:1122(write)
4, 0.000, 0.000, 0.000, 0.000, zipfile.py:1434(getinfo)
4, 0.000, 0.000, 0.000, 0.000, ssl.py:451(__new__)
4, 0.000, 0.000, 0.009, 0.002, transforms.py:1(<module>)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:2295(_make_reduction_prim)
4, 0.000, 0.000, 0.000, 0.000, bessel.py:385(c_memo)
4, 0.000, 0.000, 0.000, 0.000, math2.py:42(_mathfun)
4, 0.000, 0.000, 0.000, 0.000, sympify.py:17(__init__)
4, 0.000, 0.000, 0.000, 0.000, ctx_iv.py:43(__new__)
4, 0.000, 0.000, 0.000, 0.000, timeutils.py:53(timethis)
4, 0.000, 0.000, 0.000, 0.000, basic.py:786(args)
4, 0.000, 0.000, 0.000, 0.000, basic.py:2021(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, kind.py:75(__new__)
4, 0.000, 0.000, 0.000, 0.000, pythonmpq.py:194(__neg__)
4, 0.000, 0.000, 0.000, 0.000, numbers.py:3147(__neg__)
4, 0.000, 0.000, 0.000, 0.000, symbol.py:344(__xnew_cached_)
4, 0.000, 0.000, 0.000, 0.000, gaussiandomains.py:54(__neg__)
4, 0.000, 0.000, 0.000, 0.000, mpelements.py:34(_set_mpc)
4, 0.000, 0.000, 0.000, 0.000, generate.py:61(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:233(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:234(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:237(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:238(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, _pytree.py:8(register_pytree_flatten_spec)
4, 0.000, 0.000, 0.053, 0.013, __init__.py:3(<module>)
4, 0.000, 0.000, 0.000, 0.000, dataloader.py:444(_auto_collation)
4, 0.000, 0.000, 0.000, 0.000, _pep440.py:292(__init__)
4, 0.000, 0.000, 0.000, 0.000, _pep440.py:426(_parse_local_version)
4, 0.000, 0.000, 0.000, 0.000, _pep440.py:437(_cmpkey)
4, 0.000, 0.000, 0.000, 0.000, iterative.py:120(combine)
4, 0.000, 0.000, 0.000, 0.000, iterative.py:119(set_docstring)
4, 0.000, 0.000, 0.000, 0.000, uuid.py:138(__init__)
4, 0.000, 0.000, 0.002, 0.000, _common.py:1(<module>)
4, 0.001, 0.000, 0.002, 0.001, _codata.py:1503(parse_constants_2002to2014)
4, 0.000, 0.000, 0.000, 0.000, version.py:395(<genexpr>)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:826(<dictcomp>)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:825(__init__)
4, 0.000, 0.000, 0.000, 0.000, rcsetup.py:221(validate_fonttype)
4, 0.000, 0.000, 0.000, 0.000, core.py:1472(__mul__)
4, 0.000, 0.000, 0.000, 0.000, core.py:3436(parseImpl)
4, 0.000, 0.000, 0.000, 0.000, core.py:5084(_generateDefaultName)
4, 0.000, 0.000, 0.000, 0.000, core.py:5227(_generateDefaultName)
4, 0.000, 0.000, 0.000, 0.000, core.py:5721(__init__)
4, 0.000, 0.000, 0.000, 0.000, core.py:5872(postParse)
4, 0.000, 0.000, 0.000, 0.000, results.py:254(__len__)
4, 0.000, 0.000, 0.000, 0.000, isoparser.py:22(_takes_ascii)
4, 0.000, 0.000, 0.000, 0.000, rrule.py:80(_invalidates_cache)
4, 0.000, 0.000, 0.000, 0.000, legend_handler.py:215(__init__)
4, 0.000, 0.000, 0.000, 0.000, loggingTools.py:291(__init__)
4, 0.000, 0.000, 0.000, 0.000, loggingTools.py:301(reset)
4, 0.000, 0.000, 0.000, 0.000, otConverters.py:1299(__init__)
4, 0.000, 0.000, 0.000, 0.000, otConverters.py:1925(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:241(_requires_builtin_wrapper)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:757(create_module)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:765(exec_module)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:782(is_package)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1216(__init__)
4, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:1299(exec_module)
4, 0.000, 0.000, 0.000, 0.000, weakref.py:165(__setitem__)
4, 0.000, 0.000, 0.000, 0.000, weakref.py:348(__new__)
4, 0.000, 0.000, 0.000, 0.000, weakref.py:353(__init__)
4, 0.000, 0.000, 0.000, 0.000, inspect.py:2892(<dictcomp>)
4, 0.000, 0.000, 0.000, 0.000, inspect.py:2888(_hash_basis)
4, 0.000, 0.000, 0.000, 0.000, inspect.py:2897(__hash__)
4, 0.000, 0.000, 0.000, 0.000, shutil.py:1340(get_terminal_size)
4, 0.000, 0.000, 0.000, 0.000, shape_base.py:19(_atleast_1d_dispatcher)
4, 0.000, 0.000, 0.000, 0.000, shape_base.py:23(atleast_1d)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:161(__init__)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:203(__init__)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:584(format)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:575(_metavar_formatter)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:591(_format_args)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:820(__init__)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1391(add_argument)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1452(_add_action)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1532(_get_optional_kwargs)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1566(_pop_action_class)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1579(_check_conflict)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1641(_add_action)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:1803(_add_action)
4, 0.000, 0.000, 0.000, 0.000, argparse.py:2540(_get_formatter)
4, 0.000, 0.000, 0.000, 0.000, serialization.py:90(register_package)
4, 0.000, 0.000, 0.000, 0.000, six.py:85(_import_module)
4, 0.000, 0.000, 0.000, 0.000, six.py:96(__get__)
4, 0.000, 0.000, 0.000, 0.000, libmpf.py:454(to_float)
4, 0.000, 0.000, 0.000, 0.000, libmpf.py:574(mpf_cmp)
4, 0.000, 0.000, 0.000, 0.000, libmpf.py:631(mpf_le)
4, 0.000, 0.000, 0.000, 0.000, libmpf.py:1313(from_str)
4, 0.000, 0.000, 0.000, 0.000, __init__.py:593(gen_candidates)
4, 0.000, 0.000, 0.000, 0.000, colors.py:1662(Norm)
4, 0.000, 0.000, 0.000, 0.000, colors.py:1644(_make_norm_from_scale)
3, 0.000, 0.000, 0.000, 0.000, {built-in, method maketrans}
3, 0.000, 0.000, 0.000, 0.000, {method, 'copy' of 'mappingproxy' objects}
3, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.print}
3, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.close}
3, 0.000, 0.000, 0.000, 0.000, {method, 'append' of 'collections.deque' objects}
3, 0.000, 0.000, 0.000, 0.000, {method, 'close' of '_io.BufferedReader' objects}
3, 0.000, 0.000, 0.000, 0.000, {method, '__array_prepare__' of 'numpy.ndarray' objects}
3, 0.003, 0.001, 0.003, 0.001, {built-in, method torch._C._nn.leaky_relu}
3, 0.000, 0.000, 0.010, 0.003, builder.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, configTools.py:135(register)
3, 0.000, 0.000, 0.000, 0.000, configTools.py:146(register_option)
3, 0.000, 0.000, 0.000, 0.000, configTools.py:208(register_option)
3, 0.000, 0.000, 0.000, 0.000, os.py:1073(__subclasshook__)
3, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:362(__subclasshook__)
3, 0.000, 0.000, 0.000, 0.000, typing.py:267(decorator)
3, 0.000, 0.000, 0.000, 0.000, typing.py:263(_tp_cache)
3, 0.000, 0.000, 0.000, 0.000, typing.py:577(__repr__)
3, 0.000, 0.000, 0.000, 0.000, typing.py:1192(__init_subclass__)
3, 0.000, 0.000, 0.000, 0.000, typing.py:1890(NamedTuple)
3, 0.000, 0.000, 0.000, 0.000, _distributor_init.py:1(<module>)
3, 0.000, 0.000, 0.002, 0.001, __init__.py:299(loads)
3, 0.000, 0.000, 0.002, 0.001, decoder.py:332(decode)
3, 0.001, 0.000, 0.002, 0.001, decoder.py:343(raw_decode)
3, 0.000, 0.000, 0.000, 0.000, datetime.py:45(_days_before_year)
3, 0.000, 0.000, 0.000, 0.000, datetime.py:1602(__new__)
3, 0.000, 0.000, 0.000, 0.000, datetime.py:2236(_create)
3, 0.000, 0.000, 0.000, 0.000, pathlib.py:384(gethomedir)
3, 0.000, 0.000, 0.000, 0.000, pathlib.py:1138(home)
3, 0.000, 0.000, 0.000, 0.000, numerictypes.py:228(obj2sctype)
3, 0.000, 0.000, 0.000, 0.000, threading.py:228(__init__)
3, 0.000, 0.000, 0.000, 0.000, threading.py:521(__init__)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:510(CFunctionType)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:509(PYFUNCTYPE)
3, 0.000, 0.000, 0.000, 0.000, ufunclike.py:41(_fix_out_named_y)
3, 0.000, 0.000, 0.000, 0.000, ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
3, 0.000, 0.000, 0.000, 0.000, index_tricks.py:316(__init__)
3, 0.000, 0.000, 0.000, 0.000, linalg.py:112(_makearray)
3, 0.000, 0.000, 0.005, 0.002, profiler.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, constants.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, rendezvous.py:22(register_rendezvous_handler)
3, 0.000, 0.000, 0.003, 0.001, npyio.py:91(zipfile_factory)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:418(__init__)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:424(validate)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:553(__init__)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:838(_addHandlerRef)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:857(__init__)
3, 0.000, 0.000, 0.000, 0.000, std.py:225(__init__)
3, 0.000, 0.000, 0.000, 0.000, std.py:285(format_interval)
3, 0.000, 0.000, 0.000, 0.000, utils.py:15(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, utils.py:83(wrapper_setattr)
3, 0.000, 0.000, 0.000, 0.000, autocast_mode.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:42(__init__)
3, 0.000, 0.000, 0.003, 0.001, functional.py:1618(leaky_relu)
3, 0.000, 0.000, 0.000, 0.000, distributed_c10d.py:313(default_pg)
3, 0.000, 0.000, 0.000, 0.000, distributed_c10d.py:393(WORLD)
3, 0.000, 0.000, 0.000, 0.000, functions.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:6(is_available)
3, 0.000, 0.000, 0.000, 0.000, activation.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:765(_reduce_op_symbolic)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:804(_reduce_with_dtype)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:2108(decorator)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:2106(wrap_logical_op_with_cast_to)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset9.py:4792(_one_hidden_rnn)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset10.py:240(_avg_pool)
3, 0.000, 0.000, 0.000, 0.000, symbolic_opset11.py:577(_avg_pool)
3, 0.000, 0.000, 0.000, 0.000, six.py:882(wrapper)
3, 0.000, 0.000, 0.000, 0.000, six.py:880(add_metaclass)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:681(_get_compressor)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:1105(__init__)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:1141(close)
3, 0.000, 0.000, 0.003, 0.001, zipfile.py:1215(__init__)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:1573(_open_to_write)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:1701(_writecheck)
3, 0.000, 0.000, 0.000, 0.000, zipfile.py:1814(__del__)
3, 0.000, 0.000, 0.000, 0.000, error.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:4998(_make_r_binary_op)
3, 0.000, 0.000, 0.000, 0.000, wrappers.py:204(<listcomp>)
3, 0.000, 0.000, 0.001, 0.000, functions.py:18(__init__)
3, 0.000, 0.000, 0.000, 0.000, rszeta.py:54(__init__)
3, 0.000, 0.000, 0.000, 0.000, quadrature.py:461(__init__)
3, 0.000, 0.000, 0.000, 0.000, inverselaplace.py:668(__init__)
3, 0.000, 0.000, 0.000, 0.000, matrices.py:749(__init__)
3, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:602(make_mpc)
3, 0.000, 0.000, 0.000, 0.000, facts.py:290(split_alpha_beta)
3, 0.000, 0.000, 0.000, 0.000, expr.py:184(__neg__)
